t,v
1552181382,1717
1552181592,1717
1552181807,1775
1552182022,1675
1552182230,1734
1552182441,1709
1552182657,1791
1552182867,1742
1552183076,1667
1552183286,1781
1552183494,1727
1552183712,1680
1552183920,1813
1552184131,1728
1552184339,1728
1552194736,1792
1552194946,1679
1552195156,1769
1552195364,1728
1552195574,1688
1552195790,1808
1552196006,1779
1552196214,1727
1552196424,1690
1552196640,1808
1552196850,1731
1552197063,1728
1552197273,1690
1552197482,1808
1552197700,1732
1552197908,1698
1552208294,1700
1552208502,1808
1552208720,1735
1552208933,1728
1552209144,1693
1552209352,1808
1552209562,1733
1552209778,1653
1552209993,1706
1552210201,1799
1552210411,1745
1552210628,1664
1552210838,1801
1552211048,1678
1552211258,1772
1552221643,1808
1552221853,1737
1552222064,1812
1552222275,1728
1552222483,1715
1552222701,1806
1552222909,1685
1552223120,1717
1552223328,1732
1552223538,1707
1552223754,1796
1552223970,1755
1552224178,1729
1552224388,1690
1552224596,1766
1552224813,1812
1552235201,1671
1552235411,1776
1552235628,1718
1552235838,1679
1552236048,1731
1552236258,1701
1552236466,1801
1552236685,1733
1552236893,1759
1552237104,1811
1552237313,1687
1552237523,1719
1552237738,1814
1552237954,1808
1552238162,1698
1552248555,1733
1552248771,1679
1552248986,1681
1552249195,1809
1552249405,1730
1552249621,1681
1552249831,1799
1552250044,1812
1552250254,1731
1552250463,1682
1552250681,1801
1552250889,1782
1552251103,1811
1552251311,1681
1552251521,1731
1552251737,1729
1552262183,1671
1552262391,1811
1552262602,1722
1552262818,1759
1552263030,1723
1552263239,1752
1552263449,1809
1552263665,1685
1552263875,1711
1552264089,1792
1552264299,1814
1552264507,1677
1552264726,1776
1552264940,1761
1552265151,1715
1552265359,1779
1552275791,1708
1552276003,1701
1552276214,1655
1552276422,1762
1552276640,1723
1552276848,1763
1552277063,1675
1552277271,1810
1552277481,1726
1552277698,1776
1552277908,1812
1552278116,1679
1552278327,1763
1552278535,1728
1552278753,1694
1552289177,1658
1552289387,1787
1552289596,1730
1552289813,1696
1552290026,1679
1552290236,1755
1552290445,1728
1552290663,1686
1552290871,1737
1552291083,1711
1552291291,1793
1552291502,1813
1552291717,1681
1552291929,1802
1552292137,1712
1552292347,1671
1552302768,1726
1552302981,1765
1552303189,1728
1552303399,1683
1552303616,1813
1552303826,1731
1552304036,1811
1552304247,1728
1552304455,1729
1552304673,1806
1552304881,1680
1552305092,1748
1552305301,1729
1552305511,1695
1552305727,1810
1552316175,1670
1552316384,1813
1552316594,1712
1552316811,1788
1552317025,1671
1552317233,1812
1552317443,1728
1552317660,1746
1552317870,1814
1552318079,1679
1552318289,1753
1552318497,1728
1552318716,1682
1552318925,1763
1552319135,1714
1552319343,1778
1552329750,1731
1552329961,1811
1552330171,1729
1552330379,1706
1552330589,1810
1552330806,1691
1552331023,1683
1552331231,1810
1552331441,1733
1552331657,1654
1552331867,1807
1552332076,1710
1552332286,1663
1552332494,1787
1552332713,1712
1552343170,1665
1552343380,1785
1552343588,1711
1552343807,1655
1552344020,1744
1552344230,1809
1552344438,1703
1552344656,1670
1552344864,1812
1552345075,1724
1552345283,1744
1552345493,1811
1552345709,1687
1552345920,1759
1552346128,1727
1552346339,1685
1552356728,1734
1552356942,1807
1552357150,1707
1552357360,1657
1552357569,1744
1552357787,1717
1552358001,1683
1552358211,1719
1552358419,1733
1552358637,1711
1552358845,1793
1552359059,1671
1552359267,1812
1552359478,1728
1552359694,1750
1552370081,1715
1552370289,1735
1552370500,1698
1552370716,1810
1552370928,1712
1552371136,1787
1552371346,1813
1552371555,1680
1552371773,1754
1552371987,1811
1552372197,1728
1552372405,1703
1552372624,1808
1552372832,1695
1552373046,1729
1552373255,1681
1552383647,1728
1552383855,1743
1552384066,1812
1552384274,1691
1552384484,1698
1552384700,1729
1552384911,1694
1552385119,1807
1552385329,1739
1552385537,1664
1552385755,1771
1552385968,1790
1552386178,1814
1552386386,1680
1552386596,1789
1552396988,1793
1552397199,1811
1552397407,1678
1552397625,1761
1552397833,1728
1552398047,1797
1552398255,1715
1552398465,1680
1552398681,1812
1552398892,1744
1552399103,1730
1552399314,1692
1552399522,1808
1552399738,1799
1552399951,1810
1552400162,1731
1552410547,1699
1552410765,1661
1552410976,1679
1552411187,1744
1552411395,1732
1552411605,1712
1552411820,1786
1552412035,1677
1552412244,1738
1552412454,1713
1552412670,1776
1552412880,1689
1552413092,1808
1552413302,1734
1552413510,1658
1552423900,1809
1552424109,1698
1552424319,1673
1552424527,1734
1552424746,1701
1552424960,1675
1552425170,1802
1552425378,1712
1552425589,1702
1552425803,1795
1552426020,1805
1552426228,1711
1552426438,1675
1552426654,1810
1552426864,1731
1552427072,1683
1552437458,1690
1552437675,1810
1552437885,1712
1552438094,1786
1552438305,1812
1552438513,1680
1552438731,1776
1552438943,1710
1552439153,1808
1552439361,1707
1552439572,1655
1552439788,1825
1552440003,1808
1552440211,1705
1552440421,1653
1552450807,1803
1552451022,1698
1552451230,1733
1552451440,1709
1552451657,1789
1552451867,1759
1552452075,1677
1552452285,1773
1552452494,1725
1552452712,1675
1552452921,1813
1552453131,1721
1552453339,1764
1552453550,1810
1552453766,1695
1552453978,1812
1552464366,1696
1552464576,1703
1552464792,1731
1552465009,1730
1552465217,1681
1552465427,1801
1552465643,1710
1552465854,1663
1552466064,1710
1552466274,1665
1552466483,1776
1552466701,1712
1552466909,1797
1552467120,1759
1552467328,1671
1552477719,1808
1552477933,1737
1552478143,1712
1552478351,1776
1552478561,1813
1552478777,1695
1552478992,1721
1552479200,1759
1552479410,1810
1552479627,1691
1552479837,1706
1552480047,1707
1552480257,1669
1552480465,1813
1552480683,1715
1552480892,1729
1552491277,1680
1552491485,1809
1552491703,1733
1552491911,1727
1552492122,1808
1552492330,1706
1552492540,1654
1552492756,1811
1552492973,1811
1552493181,1675
1552493391,1760
1552493599,1723
1552493818,1682
1552494028,1715
1552494239,1678
1552504634,1815
1552504844,1730
1552505054,1812
1552505265,1731
1552505473,1703
1552505691,1808
1552505899,1694
1552506110,1680
1552506318,1734
1552506528,1710
1552506745,1807
1552506960,1697
1552507168,1733
1552507378,1707
1552507586,1722
1552507803,1808
1552518255,1678
1552518465,1761
1552518682,1723
1552518892,1810
1552519104,1694
1552519314,1687
1552519522,1739
1552519738,1744
1552519951,1728
1552520162,1691
1552520370,1806
1552520580,1731
1552520796,1665
1552521011,1683
1552521220,1809
1552521430,1731
1552531862,1712
1552532073,1675
1552532281,1758
1552532491,1718
1552532708,1787
1552532918,1786
1552533126,1679
1552533337,1762
1552533545,1729
1552533763,1697
1552533976,1682
1552534187,1778
1552534395,1726
1552534605,1690
1552534821,1808
1552545253,1671
1552545461,1812
1552545680,1719
1552545888,1694
1552546103,1686
1552546312,1733
1552546522,1709
1552546738,1806
1552546953,1744
1552547162,1731
1552547372,1698
1552547580,1804
1552547798,1745
1552548009,1810
1552548220,1733
1552548428,1710
1552558844,1712
1552559055,1776
1552559265,1719
1552559473,1763
1552559691,1813
1552559899,1679
1552560110,1758
1552560318,1728
1552560528,1689
1552560745,1810
1552560959,1747
1552561168,1731
1552561378,1695
1552561586,1777
1552561803,1811
1552572247,1692
1552572457,1807
1552572673,1712
1552572884,1741
1552573093,1730
1552573303,1691
1552573512,1807
1552573730,1730
1552573943,1728
1552574153,1689
1552574361,1808
1552574572,1731
1552574788,1682
1552575003,1687
1552575211,1809
1552575421,1734
1552585822,1712
1552586038,1719
1552586246,1761
1552586456,1810
1552586673,1686
1552586883,1794
1552587092,1712
1552587303,1673
1552587511,1811
1552587729,1715
1552587943,1679
1552588154,1751
1552588362,1728
1552588572,1685
1552588788,1808
1552599245,1712
1552599454,1733
1552599672,1707
1552599880,1812
1552600092,1723
1552600300,1750
1552600510,1810
1552600726,1686
1552600942,1702
1552601150,1801
1552601361,1743
1552601569,1670
1552601787,1788
1552602001,1809
1552602211,1731
1552602419,1681
1552612812,1721
1552613026,1680
1552613236,1750
1552613444,1728
1552613662,1694
1552613871,1732
1552614083,1707
1552614291,1793
1552614501,1813
1552614717,1669
1552614929,1809
1552615137,1697
1552615347,1667
1552615556,1733
1552615774,1706
1552615987,1686
1552626411,1819
1552626628,1654
1552626838,1790
1552627048,1679
1552627258,1750
1552627466,1730
1552627685,1686
1552627893,1767
1552628104,1718
1552628313,1767
1552628523,1811
1552628738,1710
1552628953,1728
1552629161,1718
1552629372,1808
1552639781,1726
1552639995,1798
1552640203,1712
1552640413,1671
1552640630,1778
1552640840,1721
1552641054,1679
1552641264,1748
1552641472,1729
1552641691,1693
1552641899,1809
1552642110,1728
1552642318,1726
1552642528,1808
1552642745,1693
1552642959,1729
1552653389,1771
1552653599,1703
1552653816,1803
1552654029,1698
1552654237,1805
1552654447,1736
1552654664,1680
1552654874,1758
1552655084,1675
1552655294,1766
1552655502,1728
1552655721,1689
1552655934,1670
1552656144,1776
1552656352,1727
1552666780,1719
1552666993,1709
1552667203,1661
1552667411,1811
1552667629,1727
1552667837,1751
1552668049,1729
1552668258,1701
1552668468,1799
1552668684,1706
1552668894,1758
1552669104,1727
1552669314,1685
1552669522,1808
1552669740,1733
1552669954,1722
1552680371,1813
1552680579,1685
1552680797,1725
1552681009,1679
1552681219,1803
1552681428,1712
1552681646,1671
1552681854,1811
1552682065,1712
1552682273,1787
1552682483,1813
1552682700,1676
1552682910,1775
1552683118,1727
1552683328,1687
1552693774,1722
1552693989,1738
1552694197,1670
1552694407,1775
1552694623,1724
1552694834,1682
1552695044,1722
1552695254,1680
1552695463,1811
1552695681,1726
1552695890,1731
1552696103,1698
1552696312,1804
1552696522,1739
1552696738,1679
1552696953,1693
1552707348,1810
1552707559,1729
1552707775,1712
1552707992,1742
1552708200,1731
1552708410,1694
1552708627,1807
1552708837,1737
1552709047,1783
1552709257,1813
1552709465,1680
1552709683,1767
1552709892,1706
1552710105,1808
1552710314,1705
1552720772,1716
1552720987,1669
1552721197,1779
1552721405,1724
1552721623,1686
1552721831,1808
1552722046,1775
1552722255,1728
1552722465,1689
1552722681,1813
1552722892,1712
1552723104,1732
1552723314,1703
1552723522,1798
1552723738,1792
1552723951,1809
1552734401,1759
1552734617,1721
1552734828,1679
1552735042,1777
1552735252,1810
1552735460,1681
1552735679,1763
1552735887,1811
1552736103,1730
1552736311,1667
1552736521,1797
1552736738,1712
1552736953,1728
1552737161,1723
1552737372,1808
1552737580,1696
1552748011,1809
1552748220,1692
1552748430,1700
1552748646,1730
1552748857,1695
1552749065,1809
1552749275,1730
1552749484,1695
1552749702,1809
1552749911,1681
1552750121,1739
1552750330,1730
1552750540,1694
1552750756,1807
1552750973,1808
1552761395,1775
1552761605,1809
1552761821,1696
1552762035,1725
1552762244,1743
1552762454,1809
1552762670,1696
1552762880,1755
1552763092,1648
1552763302,1776
1552763510,1723
1552763729,1671
1552763943,1760
1552764153,1811
1552764361,1683
1552764572,1734
1552774990,1739
1552775200,1712
1552775408,1781
1552775627,1798
1552775835,1674
1552776047,1810
1552776256,1680
1552776466,1744
1552776682,1731
1552776892,1797
1552777104,1713
1552777314,1679
1552777522,1811
1552777738,1809
1552777951,1755
1552788393,1804
1552788601,1708
1552788819,1671
1552789034,1782
1552789244,1813
1552789452,1681
1552789670,1713
1552789878,1653
1552790092,1785
1552790300,1722
1552790510,1680
1552790726,1810
1552790943,1813
1552791151,1680
1552791361,1741
1552791570,1728
1552801972,1735
1552802181,1671
1552802391,1779
1552802599,1712
1552802817,1675
1552803028,1712
1552803238,1663
1552803447,1813
1552803665,1712
1552803873,1693
1552804089,1673
1552804297,1743
1552804507,1712
1552804723,1778
1552804939,1786
1552815387,1806
1552815597,1735
1552815814,1654
1552816028,1710
1552816236,1795
1552816447,1760
1552816663,1663
1552816873,1811
1552817083,1681
1552817293,1745
1552817502,1733
1552817720,1697
1552817933,1670
1552818143,1774
1552818351,1727
1552818562,1693
1552829016,1712
1552829226,1668
1552829434,1814
1552829653,1714
1552829861,1776
1552830071,1813
1552830279,1685
1552830489,1729
1552830706,1731
1552830916,1681
1552831125,1810
1552831335,1729
1552831543,1686
1552831761,1802
1552831974,1807
1552832184,1734
1552842632,1729
1552842842,1689
1552843054,1699
1552843264,1654
1552843472,1742
1552843691,1712
1552843899,1803
1552844110,1735
1552844318,1655
1552844528,1792
1552844745,1712
1552844959,1735
1552845167,1665
1552845377,1777
1552845586,1729
1552856014,1696
1552856222,1808
1552856432,1733
1552856649,1666
1552856859,1797
1552857067,1708
1552857278,1667
1552857486,1783
1552857704,1715
1552857912,1797
1552858123,1758
1552858331,1675
1552858541,1771
1552858757,1728
1552858973,1762
1552859181,1670
1552869605,1737
1552869821,1657
1552870036,1705
1552870244,1795
1552870454,1783
1552870670,1671
1552870880,1728
1552871092,1715
1552871302,1808
1552871511,1703
1552871729,1687
1552871943,1799
1552872153,1776
1552872361,1675
1552872572,1776
1552883008,1696
1552883218,1690
1552883426,1733
1552883645,1696
1552883853,1808
1552884064,1727
1552884272,1725
1552884483,1808
1552884699,1686
1552884910,1749
1552885118,1729
1552885328,1694
1552885537,1808
1552885755,1733
1552885968,1728
1552886178,1691
1552896583,1734
1552896801,1707
1552897012,1730
1552897222,1701
1552897430,1805
1552897649,1733
1552897857,1653
1552898067,1799
1552898276,1710
1552898486,1670
1552898702,1786
1552898912,1710
1552899121,1791
1552899331,1813
1552899539,1679
1552910006,1679
1552910215,1812
1552910425,1725
1552910641,1767
1552910852,1809
1552911064,1812
1552911274,1727
1552911483,1753
1552911701,1811
1552911909,1680
1552912120,1741
1552912328,1732
1552912538,1701
1552912754,1795
1552912970,1776
1552913178,1722
1552923564,1738
1552923780,1663
1552923995,1708
1552924203,1793
1552924413,1812
1552924630,1669
1552924840,1777
1552925054,1812
1552925264,1730
1552925472,1719
1552925691,1808
1552925899,1685
1552926110,1714
1552926318,1732
1552926528,1704
1552926744,1807
1552937172,1808
1552937380,1700
1552937590,1665
1552937807,1737
1552938022,1810
1552938230,1693
1552938440,1711
1552938656,1737
1552938867,1705
1552939075,1800
1552939285,1759
1552939494,1673
1552939712,1794
1552939921,1709
1552940131,1669
1552950542,1759
1552950760,1723
1552950974,1694
1552951184,1671
1552951392,1739
1552951602,1712
1552951818,1778
1552952030,1720
1552952239,1754
1552952449,1810
1552952665,1681
1552952875,1701
1552953089,1805
1552953299,1739
1552953508,1671
1552953726,1785
1552964150,1808
1552964360,1733
1552964568,1695
1552964787,1806
1552965001,1790
1552965211,1719
1552965419,1776
1552965637,1811
1552965846,1683
1552966060,1732
1552966268,1669
1552966478,1799
1552966695,1699
1552966905,1730
1552967114,1734
1552977540,1737
1552977757,1664
1552977973,1655
1552978181,1742
1552978392,1714
1552978600,1787
1552978818,1811
1552979029,1771
1552979239,1811
1552979447,1691
1552979665,1744
1552979874,1797
1552980089,1808
1552980297,1671
1552980507,1776
1552980724,1723
1552991132,1794
1552991340,1715
1552991550,1678
1552991766,1810
1552991978,1687
1552992186,1808
1552992396,1731
1552992605,1659
1552992823,1789
1552993036,1811
1552993247,1730
1552993455,1711
1552993672,1792
1552993880,1683
1552994092,1727
1553004535,1733
1553004753,1701
1553004963,1732
1553005173,1706
1553005381,1791
1553005592,1808
1553005807,1698
1553006022,1722
1553006230,1758
1553006440,1809
1553006657,1683
1553006867,1732
1553007075,1730
1553007286,1698
1553007494,1806
1553007712,1731
1553018109,1790
1553018319,1812
1553018528,1680
1553018746,1776
1553018960,1809
1553019170,1731
1553019378,1676
1553019588,1727
1553019803,1731
1553020020,1730
1553020228,1703
1553020438,1808
1553020654,1712
1553020864,1675
1553021072,1812
1553031533,1733
1553031749,1654
1553031962,1731
1553032170,1681
1553032380,1802
1553032588,1712
1553032806,1671
1553033020,1727
1553033230,1808
1553033438,1702
1553033656,1675
1553033864,1812
1553034075,1723
1553034283,1762
1553034493,1810
1553034709,1680
1553045091,1751
1553045299,1731
1553045509,1696
1553045725,1793
1553045940,1674
1553046148,1745
1553046358,1716
1553046566,1793
1553046785,1792
1553046995,1778
1553047205,1813
1553047414,1680
1553047632,1776
1553047840,1728
1553048055,1810
1553058440,1728
1553058659,1686
1553058867,1811
1553059077,1728
1553059286,1744
1553059496,1809
1553059713,1690
1553059923,1747
1553060131,1731
1553060341,1698
1553060550,1807
1553060768,1754
1553060978,1803
1553061188,1738
1553061397,1659
1553061613,1661
1553071998,1792
1553072208,1813
1553072417,1680
1553072635,1777
1553072843,1726
1553073059,1731
1553073267,1677
1553073477,1803
1553073693,1710
1553073904,1662
1553074112,1776
1553074322,1717
1553074531,1776
1553074749,1811
1553074960,1788
1553085352,1709
1553085560,1788
1553085778,1811
1553085990,1787
1553086201,1718
1553086409,1757
1553086627,1810
1553086835,1680
1553087048,1811
1553087256,1687
1553087466,1695
1553087683,1733
1553087893,1793
1553088104,1714
1553088315,1675
1553088523,1813
1553098980,1792
1553099189,1718
1553099399,1680
1553099615,1813
1553099825,1729
1553100036,1810
1553100246,1723
1553100455,1762
1553100672,1808
1553100881,1665
1553101092,1783
1553101300,1723
1553101511,1680
1553101727,1813
1553101942,1801
1553102150,1709
1553112588,1679
1553112803,1810
1553113020,1811
1553113228,1678
1553113438,1755
1553113654,1733
1553113864,1702
1553114073,1806
1553114283,1740
1553114491,1669
1553114710,1794
1553114918,1710
1553115128,1671
1553115336,1814
1553115547,1722
1553125974,1783
1553126185,1815
1553126393,1683
1553126603,1689
1553126819,1733
1553127031,1659
1553127239,1746
1553127449,1715
1553127665,1765
1553127875,1668
1553128089,1734
1553128299,1711
1553128507,1788
1553128725,1813
1553128940,1712
1553129150,1671
1553139566,1681
1553139784,1756
1553139994,1675
1553140205,1775
1553140413,1728
1553140631,1693
1553140839,1808
1553141054,1749
1553141262,1730
1553141472,1697
1553141689,1806
1553141899,1730
1553142107,1680
1553142318,1805
1553142526,1707
1553152973,1782
1553153181,1722
1553153391,1679
1553153599,1775
1553153818,1718
1553154029,1811
1553154239,1723
1553154447,1748
1553154665,1813
1553154873,1734
1553155089,1713
1553155297,1778
1553155507,1813
1553155723,1682
1553155940,1680
1553156148,1811
1553166547,1685
1553166763,1808
1553166978,1767
1553167187,1728
1553167397,1693
1553167605,1806
1553167823,1751
1553168036,1726
1553168246,1685
1553168455,1809
1553168672,1734
1553168881,1775
1553169092,1813
1553169301,1682
1553169511,1743
1553179967,1805
1553180177,1745
1553180385,1671
1553180595,1801
1553180812,1712
1553181028,1725
1553181236,1739
1553181446,1808
1553181663,1690
1553181873,1803
1553182083,1712
1553182293,1671
1553182501,1811
1553182719,1721
1553182933,1689
1553183143,1711
1553193525,1687
1553193742,1655
1553193957,1797
1553194167,1775
1553194375,1675
1553194585,1758
1553194801,1729
1553195014,1754
1553195222,1729
1553195432,1695
1553195649,1808
1553195859,1733
1553196067,1683
1553196277,1802
1553196486,1714
1553206878,1706
1553207090,1801
1553207300,1767
1553207508,1678
1553207726,1758
1553207941,1813
1553208151,1726
1553208359,1745
1553208569,1811
1553208786,1685
1553208998,1811
1553209207,1689
1553209417,1712
1553209633,1732
1553209843,1697
1553210054,1729
1553220436,1671
1553220653,1814
1553220863,1722
1553221071,1766
1553221281,1814
1553221489,1694
1553221708,1684
1553221916,1728
1553222127,1689
1553222335,1810
1553222545,1730
1553222761,1655
1553222976,1701
1553223184,1805
1553223394,1738
1553233786,1783
1553233998,1671
1553234206,1813
1553234417,1728
1553234633,1778
1553234843,1813
1553235054,1787
1553235264,1812
1553235473,1680
1553235691,1744
1553235899,1725
1553236110,1683
1553236318,1810
1553236528,1733
1553236744,1712
1553236959,1685
1553247344,1679
1553247554,1799
1553247770,1715
1553247987,1709
1553248195,1791
1553248405,1812
1553248621,1683
1553248831,1733
1553249044,1778
1553249254,1814
1553249462,1681
1553249681,1723
1553249889,1671
1553250103,1801
1553250311,1712
1553260697,1729
1553260905,1727
1553261116,1808
1553261324,1699
1553261534,1665
1553261750,1744
1553261963,1655
1553262171,1791
1553262381,1722
1553262589,1695
1553262807,1806
1553263020,1811
1553263230,1729
1553263438,1716
1553263656,1794
1553263864,1712
1553274255,1793
1553274463,1716
1553274682,1669
1553274890,1687
1553275104,1693
1553275312,1734
1553275522,1707
1553275738,1797
1553275953,1725
1553276162,1732
1553276372,1702
1553276580,1793
1553276798,1811
1553277009,1809
1553277220,1732
1553287605,1715
1553287823,1677
1553288036,1723
1553288247,1808
1553288455,1700
1553288673,1669
1553288881,1729
1553289092,1696
1553289300,1806
1553289511,1735
1553289727,1675
1553289942,1680
1553290151,1810
1553290361,1731
1553290569,1654
1553290787,1787
1553301233,1755
1553301443,1810
1553301660,1681
1553301870,1789
1553302079,1722
1553302289,1682
1553302497,1809
1553302716,1730
1553302925,1779
1553303135,1812
1553303343,1685
1553303553,1742
1553303770,1731
1553303986,1729
1553304194,1699
1553304404,1808
1553314841,1671
1553315054,1732
1553315262,1665
1553315472,1800
1553315688,1712
1553315898,1653
1553316107,1744
1553316317,1713
1553316526,1788
1553316744,1744
1553316957,1735
1553317167,1709
1553317375,1786
1553317586,1811
1553317802,1679
1553328231,1787
1553328440,1721
1553328658,1681
1553328866,1812
1553329076,1726
1553329285,1739
1553329495,1808
1553329711,1692
1553329921,1735
1553330130,1731
1553330340,1698
1553330548,1807
1553330766,1741
1553330977,1803
1553331187,1740
1553331396,1661
1553341822,1676
1553342036,1712
1553342246,1806
1553342454,1709
1553342672,1670
1553342881,1728
1553343092,1690
1553343300,1808
1553343510,1737
1553343727,1707
1553343942,1681
1553344150,1809
1553344360,1730
1553344569,1663
1553344787,1793
1553355226,1774
1553355436,1812
1553355651,1693
1553355861,1695
1553356070,1734
1553356280,1707
1553356488,1799
1553356706,1776
1553356915,1682
1553357126,1805
1553357334,1711
1553357544,1668
1553357760,1812
1553357976,1808
1553358184,1706
1553358394,1655
1553368800,1682
1553369013,1814
1553369221,1683
1553369431,1727
1553369648,1729
1553369858,1693
1553370066,1810
1553370276,1731
1553370485,1693
1553370703,1808
1553370911,1691
1553371122,1706
1553371330,1733
1553371541,1699
1553371757,1794
1553382224,1802
1553382432,1714
1553382650,1675
1553382858,1811
1553383069,1717
1553383277,1764
1553383487,1811
1553383703,1689
1553383914,1777
1553384123,1725
1553384333,1685
1553384541,1808
1553384759,1734
1553384974,1692
1553385184,1707
1553385392,1734
1553395782,1693
1553395993,1725
1553396203,1683
1553396411,1810
1553396630,1729
1553396838,1739
1553397054,1663
1553397262,1738
1553397472,1711
1553397689,1793
1553397899,1734
1553398108,1651
1553398318,1795
1553398526,1712
1553398745,1655
1553409131,1808
1553409341,1734
1553409550,1669
1553409768,1794
1553409979,1708
1553410189,1807
1553410397,1705
1553410613,1703
1553410822,1805
1553411038,1805
1553411246,1707
1553411457,1655
1553411673,1754
1553411883,1683
1553412093,1808
1553412303,1732
1553422689,1680
1553422899,1761
1553423108,1729
1553423318,1693
1553423526,1808
1553423745,1728
1553423957,1727
1553424168,1687
1553424376,1810
1553424586,1734
1553424802,1693
1553425015,1731
1553425223,1679
1553425433,1807
1553425650,1697
1553436043,1813
1553436251,1679
1553436461,1757
1553436678,1721
1553436888,1701
1553437097,1733
1553437308,1705
1553437516,1805
1553437734,1744
1553437945,1802
1553438155,1783
1553438363,1675
1553438573,1770
1553438789,1726
1553439006,1719
1553439214,1767
1553449601,1667
1553449817,1741
1553450029,1680
1553450238,1734
1553450448,1710
1553450665,1806
1553450875,1778
1553451089,1717
1553451299,1676
1553451507,1812
1553451725,1728
1553451940,1674
1553452150,1766
1553452359,1728
1553452569,1682
1553452785,1810
1553463208,1687
1553463417,1810
1553463635,1729
1553463844,1723
1553464059,1659
1553464268,1739
1553464478,1711
1553464695,1805
1553464905,1733
1553465114,1711
1553465324,1806
1553465532,1705
1553465750,1669
1553465961,1712
1553466171,1675
1553476579,1655
1553476797,1794
1553477009,1793
1553477220,1793
1553477428,1678
1553477646,1740
1553477854,1728
1553478065,1680
1553478273,1811
1553478483,1729
1553478700,1756
1553478910,1813
1553479119,1680
1553479329,1763
1553479537,1727
1553479756,1686
1553490186,1707
1553490396,1654
1553490605,1811
1553490822,1725
1553491036,1696
1553491246,1677
1553491455,1737
1553491672,1719
1553491880,1808
1553492092,1734
1553492300,1682
1553492510,1786
1553492727,1715
1553492942,1727
1553493151,1730
1553503577,1663
1553503793,1751
1553504009,1809
1553504217,1693
1553504427,1682
1553504644,1733
1553504854,1703
1553505064,1744
1553505274,1713
1553505482,1783
1553505700,1812
1553505909,1671
1553506119,1779
1553506328,1724
1553506538,1683
1553506754,1808
1553517168,1725
1553517376,1759
1553517587,1814
1553517803,1683
1553518019,1680
1553518228,1810
1553518438,1731
1553518654,1661
1553518864,1797
1553519072,1717
1553519282,1675
1553519490,1813
1553519708,1731
1553519916,1756
1553520127,1812
1553530571,1679
1553530789,1763
1553531003,1813
1553531214,1726
1553531422,1728
1553531639,1808
1553531848,1703
1553532063,1730
1553532271,1730
1553532481,1808
1553532698,1683
1553532908,1754
1553533117,1727
1553533327,1689
1553533535,1808
1553533753,1734
1553544146,1727
1553544356,1689
1553544564,1808
1553544782,1729
1553544993,1808
1553545203,1732
1553545411,1651
1553545629,1795
1553545837,1716
1553546050,1774
1553546258,1723
1553546468,1682
1553546685,1814
1553546895,1712
1553547104,1786
1553557569,1683
1553557786,1739
1553557998,1653
1553558206,1758
1553558416,1721
1553558633,1782
1553558843,1812
1553559054,1807
1553559264,1744
1553559472,1663
1553559691,1786
1553559899,1709
1553560110,1683
1553560318,1811
1553560528,1722
1553560745,1776
1553571127,1730
1553571336,1729
1553571546,1808
1553571762,1701
1553571978,1703
1553572186,1794
1553572397,1751
1553572605,1677
1553572823,1755
1553573036,1808
1553573247,1734
1553573455,1658
1553573673,1778
1553573881,1696
1553574092,1679
1553584477,1742
1553584695,1813
1553584903,1677
1553585114,1757
1553585322,1729
1553585532,1693
1553585749,1809
1553585962,1679
1553586170,1811
1553586380,1730
1553586588,1699
1553586806,1806
1553587020,1811
1553587230,1724
1553587438,1758
1553587656,1808
1553598035,1711
1553598245,1675
1553598453,1810
1553598671,1727
1553598879,1812
1553599092,1728
1553599300,1723
1553599510,1808
1553599727,1694
1553599942,1719
1553600150,1757
1553600360,1811
1553600569,1684
1553600787,1714
1553601001,1795
1553611388,1783
1553611596,1733
1553611813,1710
1553612026,1699
1553612236,1670
1553612444,1734
1553612663,1701
1553612871,1813
1553613083,1728
1553613291,1695
1553613501,1806
1553613717,1701
1553613929,1773
1553614137,1727
1553614347,1686
1553614555,1802
1553624948,1703
1553625157,1735
1553625367,1710
1553625575,1798
1553625793,1776
1553626007,1731
1553626217,1695
1553626425,1807
1553626644,1730
1553626852,1697
1553627064,1739
1553627272,1671
1553627482,1778
1553627698,1722
1553627909,1671
1553638296,1809
1553638506,1733
1553638720,1706
1553638935,1729
1553639143,1707
1553639353,1806
1553639562,1709
1553639780,1671
1553639993,1711
1553640203,1807
1553640411,1705
1553640630,1663
1553640838,1744
1553641054,1791
1553641262,1675
1553641472,1760
1553651925,1679
1553652135,1762
1553652344,1729
1553652554,1684
1553652770,1810
1553652987,1811
1553653195,1687
1553653405,1721
1553653622,1731
1553653832,1697
1553654044,1698
1553654254,1667
1553654463,1740
1553654681,1705
1553654890,1712
1553655104,1671
1553665532,1730
1553665750,1698
1553665960,1730
1553666170,1698
1553666378,1805
1553666589,1808
1553666803,1701
1553667020,1694
1553667228,1807
1553667438,1735
1553667654,1671
1553667864,1764
1553668072,1728
1553668283,1688
1553668491,1809
1553678922,1685
1553679131,1810
1553679341,1732
1553679549,1679
1553679767,1803
1553679978,1691
1553680188,1808
1553680397,1707
1553680613,1689
1553680822,1808
1553681038,1809
1553681246,1702
1553681456,1660
1553681673,1761
1553681883,1685
1553682092,1808
1553692513,1733
1553692730,1701
1553692945,1681
1553693153,1811
1553693363,1731
1553693572,1742
1553693790,1808
1553694004,1813
